商品コード,商品名,仕様,定価
JCT350460,XEROX CT350460 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞﾌﾞﾗｯｸ,純正,157000
JCT350461,XEROX CT350461 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞｶﾗｰ(C/M/Y),純正,71000
JCT350508,【2021/5生産終了】XEROX CT350508 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ,純正,25000
JCT350515,XEROX CT350515 ﾄﾅｰｶｰﾄﾘｯｼﾞ,純正,34700
JCT350516,XEROX CT350516 ﾄﾅｰｶｰﾄﾘｯｼﾞ(14K),純正,48500
JCT350588,#NAME?,純正,18900
JCT350589,#NAME?,純正,31500
JCT350590,#NAME?,純正,42000
JCT350591,#NAME?,純正,22300
JCT350615,XEROX CT350615 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ,純正,31500
JCT350738,XEROX CT350738 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ 21/5末廃番予定,純正,12000
JCT350760,XEROX CT350760 ﾄﾅｰｶｰﾄﾘｯｼﾞ,純正,34700
JCT350761,XEROX CT350761 ﾄﾅｰｶｰﾄﾘｯｼﾞ,純正,52000
JCT350765,#NAME?,純正,86100
JCT350767,#NAME?,純正,
JCT350796,XEROX CT350796 ﾄﾅｰｶｰﾄﾘｯｼﾞ2本ｾｯﾄ,純正,93600
JCT350812,XEROX CT350812 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞﾌﾞﾗｯｸ,純正,13900
JCT350813,XEROX CT350813 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞｶﾗｰ(C/M/Y),純正,13900
JCT350823,#NAME?,純正,
JCT350824,#NAME?,純正,
JCT350825,#NAME?,純正,
JCT350826,#NAME?,純正,
JCT350850,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT350850,純正,
JCT350865,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT350865 BK,純正,
JCT350866,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT350866,純正,
JCT350871,XEROX CT350871 ﾄﾅｰｶｰﾄﾘｯｼﾞ,純正,34700
JCT350872,XEROX CT350872 ﾄﾅｰｶｰﾄﾘｯｼﾞ(10K),純正,46200
JCT350877,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT350877(CT350850/4本ｾｯﾄ),純正,
JCT350904,XEROX CT350904 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ(K/C/M/Y),純正,55000
JCT350906,【2021/5生産終了】XEROX CT350906 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ,純正,25000
JCT350920,[取扱不可]XEROX CT350920 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ,純正,
JCT350921,#NAME?,純正,
JCT350945,XEROX CT350945 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ,純正,
JCT350988,XEROX CT350988 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ(K/C/M/Y）,純正,42800
JCT350995,XEROX CT350995 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ,純正,9800
JCT350997,XEROX CT350997 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ,純正,9800
JCT351000,XEROX CT351000 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ,純正,48500
JCT351053,XEROX CT351053,純正,
JCT351057,XEROX CT351057,純正,9800
JCT351060,XEROX CT351060 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ,純正,94700
JCT351082,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT351082 BK,純正,
JCT351083,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT351083 C,純正,
JCT351084,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT351084 M,純正,
JCT351085,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT351085 Y,純正,
JCT351104,XEROX CT351104 ﾄﾞﾗﾑ,純正,
JCT351110,XEROX CT351110 ﾌﾞﾗｯｸ,純正,9200
JCT351111,XEROX CT351111 ｼｱﾝ,純正,9200
JCT351112,XEROX CT351112 ﾏｾﾞﾝﾀ,純正,9200
JCT351113,XEROX CT351113 ｲｴﾛｰ,純正,9200
JCT351149,XEROX CT351149 ﾌﾞﾗｯｸ,純正,14300
JCT351150,XEROX CT351150 ｼｱﾝ,純正,14300
JCT351151,XEROX CT351151 ﾏｾﾞﾝﾀ,純正,14300
JCT351152,XEROX CT351152 ｲｴﾛｰ,純正,14300
JCT351166,XEROX CT351166 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ,純正,23100
JCT351167,XEROX CT351167 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ,純正,23100
JCT351175,XEROX CT351175 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ,純正,23100
JCT351200,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT351200 ﾌﾞﾗｯｸ,純正,13300
JCT351201,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT351201 ｺﾞｰﾙﾄﾞ,純正,13300
JCT351202,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT351202 ｼﾙﾊﾞｰ,純正,13300
JCT351203,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT351203 ﾎﾜｲﾄ,純正,13300
JCT351216,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT351216 ﾌﾞﾗｯｸ,純正,21500
JCT351217,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT351217 ｼｱﾝ,純正,21500
JCT351218,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT351218 ﾏｾﾞﾝﾀ,純正,21500
JCT351219,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT351219 ｲｴﾛｰ,純正,21500
JCT351229,XEROX CT351229 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ,純正,21500
JCT351237,XEROX ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ CT351237,純正,52700
JCT351259,XEROX CT351259 ﾄﾅｰｶｰﾄﾘｯｼﾞ,純正,8700
JCT351260,XEROX CT351260 ﾄﾅｰｶｰﾄﾘｯｼﾞ,純正,10500
JCT351261,XEROX CT351261 ﾄﾅｰｶｰﾄﾘｯｼﾞ,純正,10500
JCT351262,XEROX CT351262 ﾄﾅｰｶｰﾄﾘｯｼﾞ,純正,10500
JCT351280,XEROX CT351280,純正,18500
JCT351281,XEROX CT351281,純正,6900
JCT351283,XEROX CT351283 ﾄﾅｰｶｰﾄﾘｯｼﾞ,純正,16200
JCT351284,XEROX CT351284 ﾄﾅｰｶｰﾄﾘｯｼﾞ,純正,19700
JCT351285,XEROX CT351285 ﾄﾅｰｶｰﾄﾘｯｼﾞ,純正,19700
JCT351286,XEROX CT351286 ﾄﾅｰｶｰﾄﾘｯｼﾞ,純正,19700
JCT351307,富士フィルム　CT351307 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ(YMCK),純正,34700
JCT351311,富士ﾌｨﾙﾑ CT351311 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ,純正,
JCT351336,富士ﾌｨﾙﾑ CT351336 BK,純正,21500
JCT351337,富士ﾌｨﾙﾑ CT351337 C,純正,21500
JCT351338,富士ﾌｨﾙﾑ CT351338 M,純正,21500
JCT351339,富士ﾌｨﾙﾑ CT351339 Y,純正,21500
JCT351342,富士ﾌｨﾙﾑ CT351342,純正,21500
JCT351356,富士ﾌｨﾙﾑ CT351356 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ,純正,
JCT351369,富士ﾌｨﾙﾑ CT351369,純正,52700
JCT351380,富士ﾌｨﾙﾑ CT351380 ﾄﾞﾗﾑ,純正,25300
JCT351381,富士ﾌｨﾙﾑ CT351381 ﾄﾞﾗﾑ,純正,25300
JCT351394,富士ﾌｨﾙﾑ CT351394 ﾄﾞﾗﾑ BK,純正,21500
JCT351395,富士ﾌｨﾙﾑ CT351395 ﾄﾞﾗﾑ C,純正,21500
JCT351396,富士ﾌｨﾙﾑ CT351396 ﾄﾞﾗﾑ M,純正,21500
JCT351397,富士ﾌｨﾙﾑ CT351397 ﾄﾞﾗﾑ Y,純正,21500
JCT351407,XEROX CT351407 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ,純正,21500
JCT351442,富士ﾌｲﾙﾑ CT351442,純正,28000
JCW2200C,RICOH MPｶｰﾄﾘｯｼﾞ ｼｱﾝ CW2200 600204,純正,5300
JCW2200HI,RICOH 廃ｲﾝｸﾎﾞｯｸｽ  CW2200 315509,純正,6300
JCW2200K,RICOH MPｶｰﾄﾘｯｼﾞ ﾌﾞﾗｯｸCW2200 600203,純正,14700
JCW2200M,RICOH MPｶｰﾄﾘｯｼﾞ ﾏｾﾞﾝﾀ CW2200 600205,純正,5300
JCW2200Y,RICOH MPｶｰﾄﾘｯｼﾞ ｲｴﾛｰ CW2200 600206,純正,5300
JCWAA0361,XEROX CWAA0361 回収ﾎﾞﾄﾙ,純正,2000
JCWAA0455,XEROX ﾎﾁｷｽ針(3PCS) CWAA0455,純正,5500
JCWAA0491,#NAME?,純正,2400
JCWAA0501,XEROX ﾎﾁｷｽ針(4PCS) CWAA0501,純正,13900
JCWAA0540,XEROX ﾎﾁｷｽ針(3PCS) CWAA0540,純正,5500
JCWAA0554,XEROX CWAA0554 ﾄﾅｰ回収ﾎﾞﾄﾙ,純正,3500
JCWAA0671,XEROX ﾎｯﾁｷｽ針ﾀｲﾌﾟXF(4PCS) CWAA0671,純正,15100
JCWAA0728,XEROX ﾎｯﾁｷｽ針(4PCS) CWAA0728,純正,4400
JCWAA0729,XEROX CWAA0729 回収ﾎﾞﾄﾙ,純正,
JCWAA0731,XEROX CWAA0731 ﾄﾅｰ回収ﾎﾞﾄﾙ,純正,3500
JCWAA0749,XEROX ﾎﾁｷｽ針(4PCS) CWAA0749,純正,13900
JCWAA0766,#NAME?,純正,17400
JCWAA0773,XEROX CWAA0773 ﾄﾅｰ回収ﾎﾞﾄﾙ,純正,3500
JCWAA0777,XEROX CWAA0777 回収ﾎﾞﾄﾙ,純正,
JCWAA0787,XEROX CWAA0787 定着ﾕﾆｯﾄ,純正,33000
JCWAA0843,XEROX CWAA0843 ﾄﾅｰ回収ﾎﾞﾄﾙ,純正,3500
JCWAA0855,XEROX ﾎｯﾁｷｽ針ﾀｲﾌﾟXH(3PCS) CWAA0855,純正,7300
JCWAA0856,XEROX ﾎｯﾁｷｽ針 ﾀｲﾌﾟXE CWAA0856,純正,3700
JCWAA0869,#NAME?,純正,
JCWAA0885,XEROX CWAA0885,純正,
JCWAA0901,XEROX CWAA0901 ﾄﾅｰ回収ﾎﾞﾄﾙ,純正,
JCWAA0902,XEROX CWAA0902,純正,
JCWAA0915,XEROX CWAA0915 ﾄﾅｰ回収ﾎﾞﾄﾙ,純正,3500
JCWAA0922,XEROX ﾎﾁｷｽ針(4PCS) CWAA0922,純正,3700
JCWAA0966,XEROX CWAA0966 回収ﾎﾞﾄﾙ,純正,6400
JCWAA0973,富士フィルム　CWAA0973,純正,2900
JCWAA0983,XEROX CWAA0983 ﾄﾅｰ回収ﾎﾞﾄﾙ,純正,
JCWAA1003,富士フィルム　CWAA1003,純正,2300
JCWAA1014,富士フィルム　CWAA1014,純正,3500
JCWAA1051,富士ﾌｲﾙﾑ　CWAA1051,純正,6400
JCWT300CL,brother 廃ﾄﾅｰﾎﾞｯｸｽ WT-300CL,純正,2800
JCWTX201,CANON ﾒﾝﾃﾅﾝｽｶｰﾄﾘｯｼﾞ WT-X201  9756B001,純正,2300
JCZ130A,HP HP711 CZ130A ｼｱﾝ 29ml,純正,4100
JCZ131A,HP HP711 CZ131A ﾏｾﾞﾝﾀ 29ml,純正,4100
JCZ132A,HP HP711 CZ132A ｲｴﾛｰ 29ml,純正,4100
JCZ134A,HP HP711 CZ134A ｲﾝｸｶｰﾄﾘｯｼﾞ ｼｱﾝ 29ml×3個ﾊﾟｯｸ,純正,8100
JCZ135A,HP HP711 CZ135A ｲﾝｸｶｰﾄﾘｯｼﾞ ﾏｾﾞﾝﾀ 29ml×3個ﾊﾟｯｸ,純正,8100
JCZ136A,HP HP711 CZ136A ｲﾝｸｶｰﾄﾘｯｼﾞ ｲｴﾛｰ 29ml×3個ﾊﾟｯｸ,純正,8100
JD7H14A,HP ﾄﾗﾝｽﾌｧｰｷｯﾄ D7H14A,純正,76127
JD8J07A,HP 980 ｲﾝｸｶｰﾄﾘｯｼﾞ D8J07A ｼｱﾝ,純正,
JD8J08A,HP 980 ｲﾝｸｶｰﾄﾘｯｼﾞ D8J08A ﾏｾﾞﾝﾀ,純正,
JD8J09A,HP 980 ｲﾝｸｶｰﾄﾘｯｼﾞ D8J09A ｲｴﾛｰ,純正,
JD8J10A,HP 980 ｲﾝｸｶｰﾄﾘｯｼﾞ D8J10A 黒,純正,
JDC375BK,RICOH ﾄﾞﾗﾑﾕﾆｯﾄ ﾌﾞﾗｯｸ P C375  514978,純正,19800
JDC375C,RICOH ﾄﾞﾗﾑﾕﾆｯﾄ ｶﾗｰ P C375  514979,純正,37800
JDCL117C,富士通 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞCL117 ｼｱﾝ,純正,17300
JDCL117K,富士通 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞCL117 ﾌﾞﾗｯｸ,純正,17300
JDCL117M,富士通 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞCL117 ﾏｾﾞﾝﾀ,純正,17300
JDCL117Y,富士通 ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞCL117 ｲｴﾛｰ,純正,17300
JDCMC1600,ｺﾆｶﾐﾉﾙﾀ  DCMC1600 ｲﾒｰｼﾞﾝｸﾞｶｰﾄﾘｯｼﾞ,純正,15000
JDE1004,-終息-Panasonic DE-1004 FAX用ﾄﾅｰ,純正,38000
JDE1005,#NAME?,純正,
JDK0780AJP,ﾑﾗﾃｯｸ V-780 DK0780AJP ﾄﾞﾗﾑ,純正,19000
JDK1241,京セラ DK-1241,純正,8000
JDK20B,ﾑﾗﾃｯｸ V730/850 DK20B ﾄﾞﾗﾑ,純正,18700
JDK3680CAJP,ﾑﾗﾃｯｸ DK3680C AJP ﾄﾞﾗﾑ,純正,82500
JDK3680KAJP,ﾑﾗﾃｯｸ DK3680K AJP ﾄﾞﾗﾑ,純正,82500
JDK3680MAJP,ﾑﾗﾃｯｸ DK3680M AJP ﾄﾞﾗﾑ,純正,82500
JDK3680YAJP,ﾑﾗﾃｯｸ DK3680Y AJP ﾄﾞﾗﾑ,純正,82500
JDK5180AJP,ﾑﾗﾃｯｸ DK5180AJP ﾄﾞﾗﾑ ※保守加入の場合注意,純正,80000
JDK86B,ﾑﾗﾃｯｸ V860 DK86B ﾄﾞﾗﾑ,純正,19000
JDP3100T,XEROX DP3100 定着器 604K64856,,
JDPK3800,富士通 ﾘﾎﾞﾝｶｾｯﾄ DPK3800 黒(2) 0327610,純正,4460
JDPK3800SAB,富士通 ｻﾌﾞｶｾｯﾄ DPK3800 黒(2) 0327620,純正,2220
JDR-C3BC,OKI DR-C3BC,純正,15770
JDR-C3BK,OKI DR-C3BK,純正,15770
JDR-C3BM,OKI DR-C3BM,純正,15770
JDR-C3BY,OKI DR-C3BY,純正,15770
JDR-C4CC,OKI DR-C4CC,純正,14390
JDR-C4CK,OKI DR-C4CK,純正,14390
JDR-C4CM,OKI DR-C4CM,純正,14390
JDR-C4CY,OKI DR-C4CY,純正,14390
JDR-C4DC,OKI DR-C4DC,純正,14390
JDR-C4DK,OKI DR-C4DK,純正,14390
JDR-C4DM,OKI DR-C4DM,純正,14390
JDR-C4DY,OKI DR-C4DY,純正,14390
JDR029,CANON ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ029　4371B003,純正,8800
JDR036,CANON ﾄﾞﾗﾑﾕﾆｯﾄ 036,純正,88800
JDR038BK,CANON ﾄﾞﾗﾑﾕﾆｯﾄ038 ﾌﾞﾗｯｸ,純正,
JDR038CR,CANON ﾄﾞﾗﾑﾕﾆｯﾄ038 ｶﾗｰ,純正,
JDR051,CANON ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ 051　2170C001,純正,8700
JDR053,CANON ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ053 2178C001,純正,35000
JDR20J,brother ﾄﾞﾗﾑﾕﾆｯﾄ DR-20J,純正,12600
JDR21J,brother ﾄﾞﾗﾑﾕﾆｯﾄ DR-21J,純正,12600
JDR22J,brother ﾄﾞﾗﾑﾕﾆｯﾄ DR-22J,純正,13100
JDR23J,brother ﾄﾞﾗﾑﾕﾆｯﾄ DR-23J,純正,10300
JDR24J,brother ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ DR-24J,純正,
JDR291CL,brother ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ DR-291CL,純正,12100
JDR291CL-CMY,brother ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ DR-291CL-CMY,純正,4500
JDR291CLBK,brother ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ DR-291CL-BK,純正,4500
JDR293CL,brother ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ DR-293CL,純正,
JDR299CL,brother ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ DR-299CL,純正,
JDR299CL4PK,brother ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ DR-299CL 4PK,純正,
JDR301,CANON ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ301,純正,
JDR31J,brother ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ DR-31J,純正,26250
JDR32J,brother  ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ DR32J,純正,
JDR390CL,brother ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ DR-390CL 4色一体型,純正,17960
JDR391CL,brother  ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ  DR-391CL,純正,18200
JDR41J,-終息-brother ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ DR-41J,純正,26250
JDR4500,#NAME?,純正,
JDR491CL,brother ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ DR-491CL,純正,
JDR502BK,#NAME?,純正,35180
JDR502C,-終息-CANON ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ502 C,純正,35180
JDR502LBK,CANON ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ502 L BK 6168C001,純正,30800
JDR502LC,CANON ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ502 L C 6167C001,純正,30800
JDR502LM,CANON ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ502 L M 6166C001,純正,30800
JDR502LY,CANON ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ502 L Y 6165C001,純正,30800
JDR502M,#NAME?,純正,35180
JDR502Y,#NAME?,純正,35180
JDR51J,brother ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ DR-51J,純正,24300
JDR60J,brother ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ DR-60J,純正,17400
JDR70J,brother  ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ DR70J,純正,
JDRC4BC,OKI DR-C4BC,純正,11550
JDRC4BK,OKI DR-C4BK,純正,11550
JDRC4BM,OKI DR-C4BM,純正,11550
JDRC4BY,OKI DR-C4BY,純正,11550
JDRC4EC,OKI DR-C4EC,純正,19220
JDRC4EK,OKI DR-C4EK,純正,19220
JDRC4EM,OKI DR-C4EM,純正,19220
JDRC4EY,OKI DR-C4EY,純正,19220
JDRC4FC,OKI DR-C4FC,純正,20180
JDRC4FK,OKI DR-C4FK,純正,20180
JDRC4FM,OKI DR-C4FM,純正,20180
JDRC4FY,OKI DR-C4FY,純正,20180
JDRM3A,OKI DR-M3A,純正,15730
JDRM4A,OKI DR-M4A,純正,21950
JDRNPG67,CANON ﾄﾞﾗﾑｶｰﾄﾘｯｼﾞ NPG-67 各色共通,純正,
JDRP6000,RICOH ﾄﾞﾗﾑﾕﾆｯﾄP6000 514315,純正,13800
JDUO8,RICOH Satelio DUOｲﾝｷ8　613728,純正,3500
JDXC20HB,-在庫限り-SHARP DX-C20HB 廃ﾄﾅｰBOX,純正,
JDXC20TB,SHARP DX-C20TB ﾌﾞﾗｯｸ,純正,
JDXC20TC,SHARP DX-C20TC ｼｱﾝ,純正,
JDXC20TM,SHARP DX-C20TM ﾏｾﾞﾝﾀ,純正,
JDXC20TY,SHARP DX-C20TY ｲｴﾛｰ,純正,
JDXC31JTB,SHARP DX-C31JTB ﾌﾞﾗｯｸ,純正,
JDXC31JTC,SHARP DX-C31JTC ｼｱﾝ,純正,
JDXC31JTM,SHARP DX-C31JTM ﾏｾﾞﾝﾀ,純正,
JDXC31JTY,SHARP DX-C31JTY ｲｴﾛｰ,純正,
JDXJT20BA,SHARP DX-JT20BA ﾌﾞﾗｯｸ,純正,
JDXJT20CA,SHARP DX-JT20CA ｼｱﾝ,純正,
JDXJT20MA,SHARP DX-JT20MA ﾏｾﾞﾝﾀ,純正,
JDXJT20YA,SHARP DX-JT20YA ｲｴﾛｰ,純正,
JDXUM3B,OKI 両面印刷ﾕﾆｯﾄ DXU-M3B,,25000
JE30,-終息-CANON ｶｰﾄﾘｯｼﾞE30  1491A001,純正,21000
JE3300HI,RICOH GX廃ｲﾝｸﾎﾞｯｸｽﾀｲﾌﾟ e3300 【515737】  純正品,純正,1500
JE5500HI,RICOH GX廃ｲﾝｸﾎﾞｯｸｽﾀｲﾌﾟ e5500  515738,純正,1500
JEBK,CANON ｶｰﾄﾘｯｼﾞE  1492A001,純正,14000
JEC3400H,RICOH ECﾄﾅｰｶｰﾄﾘｯｼﾞ　3400H　【308722】,純正,18200
JEC4200,RICOH ECﾄﾅｰｶﾄﾘｯｼﾞ4200　【308636】,純正,29900
JEC4200H,RICOH ECﾄﾅｰｶﾄﾘｯｼﾞ4200H　【308637】,純正,47700
JEC6100,RICOH  ECﾄﾅｰｶｰﾄﾞﾘｯｼﾞ6100　【308677】,純正,33000
JEC6100H,RICOH  ECﾄﾅｰｶｰﾄﾞﾘｯｼﾞ6100H　【308678】,純正,65600
JEC85A,RICOH 【EC】ﾄﾅｰﾀｲﾌﾟ85A　315362,純正,31100
JEC85B,RICOH 【EC】ﾄﾅｰﾀｲﾌﾟ85B　315361,純正,49700
JEF1650B,NEC ｲﾝｸｶｾｯﾄ EF-1650B (黒),純正,
JEF1650R,NEC ｲﾝｸｶｾｯﾄ EF-1650R (赤),純正,
JEF3467T,NEC PR-LF310用 LL80Wﾄﾅｰ 4本/箱 EF-3467T,純正,103000
JEF3468,NEC N3974-01用ﾄﾅｰｶｰﾄﾘｯｼﾞ EF-3468,純正,20000
JEF3469,NEC N3974-01用ﾄﾅｰｶｰﾄﾘｯｼﾞ EF-3469,純正,75000
JEF4615D,-在庫限り終息-NEC  NG-155361-001(EF-4615D),純正,50000
JEF4615TL,-在庫限り終息-NEC  NG-155360-001(EF-4615TL),純正,37000
JEP22,CANON EP-22 ﾄﾅｰｶｰﾄﾘｯｼﾞ,純正,10100
JEP25,CANON EP-25 ﾄﾅｰｶｰﾄﾘｯｼﾞ,純正,10100
JEP26,CANON EP-26 ﾄﾅｰｶｰﾄﾘｯｼﾞ【在庫限り終息】,純正,10100
JEP32,-終息-CANON EP-32 ﾄﾅｰｶｰﾄﾘｯｼﾞ,純正,20300
JEP62,CANON EP-62 ﾄﾅｰｶｰﾄﾘｯｼﾞ【在庫限り終息】,純正,40500
JEP66,CANON EP-66 ﾄﾅｰｶｰﾄﾘｯｼﾞ【在庫限り終息】,純正,40500
JEP72,CANON EP-72 ﾄﾅｰｶｰﾄﾘｯｼﾞ【在庫限り終息】,純正,39300
JEPC-M3B1,OKI EPC-M3B1,純正,31500
JEPC-M3B2,OKI EPC-M3B2,純正,71400
JEPC-M3C1,OKI EPC-M3C1,純正,35700
JEPC-M3C2,OKI EPC-M3C2,純正,54810
JEPC-M3C3,OKI EPC-M3C3,純正,31500
JEPMB1,EPSON EPMB1 ﾒﾝﾃﾅﾝｽﾎﾞｯｸｽ,純正,
JEPPP6424,EPSON 普通紙ﾛｰﾙ <薄手> 24ｲﾝﾁﾛｰﾙ EPPP6424 610mm×50m 2ｲﾝﾁ紙管 1箱 2本入り,純正,5000
JEPPP64A0,EPSON 普通紙ﾛｰﾙ  <薄手>EPPP64A0 A0ﾛｰﾙ 841mm×50m 1箱(2本),純正,6800
JEPPP9024,EPSON 普通紙ﾛｰﾙ <厚手> 24ｲﾝﾁﾛｰﾙ EPPP9024 610mm×50m 1箱 2本入り,純正,8300
JEPPP9036,EPSON 普通紙ﾛｰﾙ <厚手> EPPP9036 2本入り,純正,12100
JEPPP90A0,EPSON 普通紙ﾛｰﾙ <厚手>A0ｻｲｽﾞ EPPP90A0 841mm×50m 1箱 2本入,純正,11100
JEPPP90A1,EPSON 普通紙ﾛｰﾙ <厚手>A1ｻｲｽﾞ EPPP90A1 2本入,純正,8100
JEPPP90A2,EPSON 普通紙ﾛｰﾙ <厚手>A2ｻｲｽﾞ EPPP90A2 2本入,純正,5700
JEPPP90B0,EPSON 普通紙ﾛｰﾙ <厚手>B0ｻｲｽﾞ EPPP90B0 2本入,純正,13500
JERC22B,EPSON ﾘﾎﾞﾝｶｾｯﾄ ERC-22B,,1200
JERC31B,EPSON ｲﾝｸﾘﾎﾞﾝｶｾｯﾄ ERC-31B 黒,純正,2500
JEWM638T,EPSON EW-M638T ｴｺﾀﾝｸ搭載ﾓﾃﾞﾙ A4ｶﾗｰｲﾝｸｼﾞｪｯﾄ複合機  本体ｶﾗｰ白,,
JEWMB1,EPSON EWMB1 ﾒﾝﾃﾅﾝｽﾎﾞｯｸｽ,純正,
JEWMB2,EPSON EWMB2 ﾒﾝﾃﾅﾝｽﾎﾞｯｸｽ,純正,
JEWMB3,EPSON EWMB3 ﾒﾝﾃﾅﾝｽﾎﾞｯｸｽ,純正,
JEX1LR,富士通 ﾘﾎﾞﾝｶｾｯﾄ EX1(L) 0325850,,9360
JEX1LS,富士通 ｻﾌﾞｶｾｯﾄ EX1(L) 0325860,,5580
JF2110,RICOH Proﾄﾅｰ F2110 ﾀｲﾌﾟB　600619,純正,52000
JF2120A,RICOH ﾄﾅｰ F2120 ﾀｲﾌﾟA 6本/箱,純正,141000
JF2120B,RICOH ﾄﾅｰ F2120 ﾀｲﾌﾟB 2本/箱,純正,52000
JF2120FU,RICOH 定着ｸﾘｰﾅｰ F2120,純正,35400
JF2AEA3,RISO ﾏｽﾀｰ FⅡﾀｲﾌﾟAE A3 2本/箱(5箱ｾｯﾄ),純正,65000
JF2ASA3,RISO ﾏｽﾀｰ FⅡﾀｲﾌﾟAS A3 2本/箱(5箱ｾｯﾄ),純正,70000
JF2BEB4,RISO ﾏｽﾀｰ FⅡﾀｲﾌﾟBE B4 2本/箱(5箱ｾｯﾄ),純正,61000
JF2BSB4,RISO ﾏｽﾀｰ FⅡﾀｲﾌﾟBS B4 2本/箱(5箱ｾｯﾄ),純正,72000
JF2G76A,HP ﾒﾝﾃﾅﾝｽｷｯﾄ (M605/M606) F2G76A,純正,66809
JF2HG,RISO ﾏｽﾀｰ FⅡﾀｲﾌﾟHG 2本/箱(5箱ｾｯﾄ),純正,92000
JF2HGK,RISO ｲﾝｸ FⅡﾀｲﾌﾟHG 黒 2本/箱(5箱ｾｯﾄ),純正,33000
JF2K,RISO ｲﾝｸ FⅡﾀｲﾌﾟ 黒 2本/箱(5箱ｾｯﾄ),純正,30000
JF9J65A,HP HP728 F9J65A ｲｴﾛｰ 130ml,純正,11500
